"Geo Code","Geo Name","Line Number"
"2021A00054806012","Okotoks",951666
"2021S0504569","Orillia",953290
"2021A00053543052","Orillia",954914
"2021S0503532","Oshawa",956538
"2021A00053518017","Clarington",958162
"2021A00053518013","Oshawa",959786
"2021A00053518009","Whitby",961410
"2021S0503505","Ottawa - Gatineau",963034
"2021A00053547002","Arnprior",964658
"2021A00053509024","Beckwith",966282
"2021A00052480145","Bowman",967906
"2021A00052482020","Cantley",969530
"2021A00053509028","Carleton Place",971154
"2021A00052482025","Chelsea",972778
"2021A00053502036","Clarence-Rockland",974402
"2021A00052483005","Denholm",976026
"2021A00052481017","Gatineau",977650
"2021A00052482005","L'Ange-Gardien",979274
"2021A00052482035","La Pêche",980898
"2021A00052480055","Lochaber",982522
"2021A00052480060","Lochaber-Partie-Ouest",984146
"2021A00052480065","Mayo",985770
"2021A00053547003","McNab/Braeside",987394
"2021A00053509030","Mississippi Mills",989018
"2021A00052480085","Mulgrave-et-Derry",990642
"2021A00053507065","North Grenville",992266
"2021A00052482010","Notre-Dame-de-la-Salette",993890
"2021A00053506008","Ottawa",995514
"2021A00052482030","Pontiac",997138
"2021A00053502048","Russell",998762
"2021A00052480050","Thurso",1000386
"2021A00052480140","Val-des-Bois",1002010
"2021A00052482015","Val-des-Monts",1003634
"2021S0504566","Owen Sound",1005258
"2021A00053542053","Georgian Bluffs",1006882
"2021A00053542059","Owen Sound",1008506
"2021S0504939","Parksville",1010130
"2021A00055921034","Nanaimo G",1011754
"2021A00055921018","Parksville",1013378
"2021A00055921023","Qualicum Beach",1015002
"2021S0504515","Pembroke",1016626
"2021A00053547075","Laurentian Valley",1018250
"2021A00053547064","Pembroke",1019874
"2021S0504913","Penticton",1021498
"2021A00055907047","Okanagan-Similkameen D",1023122
"2021A00055907051","Okanagan-Similkameen F",1024746
"2021A00055907048","Okanagan-Similkameen I",1026370
"2021A00055907041","Penticton",1027994
"2021A00055907803","Penticton 1",1029618
"2021S0504516","Petawawa",1031242
"2021A00053547076","Petawawa",1032866
"2021S0503529","Peterborough",1034490
"2021A00053515013","Cavan Monaghan",1036114
"2021A00053515019","Curve Lake First Nation 35",1037738
"2021A00053515023","Douro-Dummer",1039362
"2021A00053515008","Hiawatha First Nation",1040986
"2021A00053515005","Otonabee-South Monaghan",1042610
"2021A00053515014","Peterborough",1044234
"2021A00053515015","Selwyn",1045858
"2021S0504940","Port Alberni",1047482
"2021A00055923801","Ahahswinis 1",1049106
"2021A00055923802","Alberni 2",1050730
"2021A00055923035","Alberni-Clayoquot D",1052354
"2021A00055923037","Alberni-Clayoquot E",1053978
"2021A00055923039","Alberni-Clayoquot F",1055602
"2021A00055923822","Klehkoot 2",1057226
"2021A00055923008","Port Alberni",1058850
"2021A00055923816","Tsahaheh 1",1060474
"2021S0504528","Port Hope",1062098
"2021A00053514020","Port Hope",1063722
"2021S0504607","Portage la Prairie",1065346
"2021A00054609029","Portage la Prairie",1066970
"2021S0504945","Powell River",1068594
"2021A00055927008","Powell River",1070218
"2021A00055927806","Sechelt (Part)",1071842
"2021A00055927012","qathet B",1073466
"2021A00055927016","qathet C",1075090
"2021S0504745","Prince Albert",1076714
"2021A00054715085","Albertville",1078338
"2021A00054715094","Buckland No. 491",1079962
"2021A00054715079","Garden River No. 490",1081586
"2021A00054715092","Meath Park",1083210
"2021A00054715066","Prince Albert",1084834
"2021A00054715064","Prince Albert No. 461",1086458
"2021A00054715848","Wahpaton 94A",1088082
"2021S0504970","Prince George",1089706
"2021A00055953801","Fort George 2",1091330
"2021A00055953038","Fraser-Fort George A",1092954
"2021A00055953042","Fraser-Fort George C",1094578
"2021A00055953044","Fraser-Fort George D",1096202
"2021A00055953048","Fraser-Fort George F",1097826
"2021A00055953023","Prince George",1099450
"2021S0504955","Prince Rupert",1101074
"2021A00055947809","Lax Kw'alaams 1",1102698
"2021A00055947016","North Coast A",1104322
"2021A00055947007","Port Edward",1105946
"2021A00055947012","Prince Rupert",1107570
"2021A00055947810","S1/2 Tsimpsean 2",1109194
"2021S0504952","Quesnel",1110818
"2021A00055941882","Alexandria",1112442
"2021A00055941881","Baezaeko River 27",1114066
"2021A00055941019","Cariboo A",1115690
"2021A00055941021","Cariboo B",1117314
"2021A00055941026","Cariboo C",1118938
"2021A00055941027","Cariboo I",1120562
"2021A00055941835","Coglistiko River 29",1122186
"2021A00055941886","Dragon Lake 3",1123810
"2021A00055941866","Euchinico Creek 17",1125434
"2021A00055941833","Kluskus 1",1127058
"2021A00055941837","Nazco 20",1128682
"2021A00055941013","Quesnel",1130306
"2021A00055941809","Quesnel 1",1131930
"2021A00055941864","Sundayman's Meadow 3",1133554
"2021A00055941852","Trout Lake Alec 16",1135178
"2021A00055941025","Wells",1136802
"2021S0503421","Québec",1138426
"2021A00052419105","Beaumont",1140050
"2021A00052421045","Boischatel",1141674
"2021A00052421035","Château-Richer",1143298
"2021A00052422010","Fossambault-sur-le-Lac",1144922
"2021A00052423057","L'Ancienne-Lorette",1146546
"2021A00052421040","L'Ange-Gardien",1148170
"2021A00052422040","Lac-Beauport",1149794
"2021A00052422030","Lac-Delage",1151418
"2021A00052422015","Lac-Saint-Joseph",1153042
"2021A00052425213","Lévis",1154666
"2021A00052434007","Neuville",1156290
"2021A00052423015","Notre-Dame-des-Anges",1157914
"2021A00052423027","Québec",1159538
"2021A00052433095","Saint-Antoine-de-Tilly",1161162
"2021A00052433090","Saint-Apollinaire",1162786
"2021A00052423072","Saint-Augustin-de-Desmaures",1164410
"2021A00052420005","Saint-François-de-l'Île-d'Orléans",1166034
"2021A00052422025","Saint-Gabriel-de-Valcartier",1167658
"2021A00052419068","Saint-Henri",1169282
"2021A00052420015","Saint-Jean-de-l'Île-d'Orléans",1170906
"2021A00052426070","Saint-Lambert-de-Lauzon",1172530
"2021A00052420020","Saint-Laurent-de-l'Île-d'Orléans",1174154
"2021A00052420025","Saint-Pierre-de-l'Île-d'Orléans",1175778
"2021A00052422045","Sainte-Brigitte-de-Laval",1177402
"2021A00052422005","Sainte-Catherine-de-la-Jacques-Cartier",1179026
"2021A00052420010","Sainte-Famille-de-l'Île-d'Orléans",1180650
"2021A00052420030","Sainte-Pétronille",1182274
"2021A00052422020","Shannon",1183898
"2021A00052422035","Stoneham-et-Tewkesbury",1185522
"2021A00052423802","Wendake",1187146
"2021S0503830","Red Deer",1188770
"2021A00054808011","Red Deer",1190394
"2021S0503705","Regina",1192018
"2021A00054706032","Balgonie",1193642
"2021A00054706022","Belle Plaine",1195266
"2021A00054706055","Buena Vista",1196890
"2021A00054706078","Craven",1198514
"2021A00054706054","Disley",1200138
"2021A00054706033","Edenwold",1201762
"2021A00054706029","Edenwold No. 158",1203386
"2021A00054706028","Grand Coulee",1205010
"2021A00054706011","Lajord No. 128",1206634
"2021A00054706056","Lumsden",1208258
"2021A00054706057","Lumsden Beach",1209882
"2021A00054706053","Lumsden No. 189",1211506
"2021A00054706023","Pense",1213130
"2021A00054706021","Pense No. 160",1214754
"2021A00054706031","Pilot Butte",1216378
"2021A00054706027","Regina",1218002
"2021A00054706058","Regina Beach",1219626
"2021A00054706026","Sherwood No. 159",1221250
"2021A00054706030","White City",1222874
"2021S0504404","Rimouski",1224498
"2021A00052410043","Rimouski",1226122
"2021A00052410030","Saint-Anaclet-de-Lessard",1227746
"2021A00052410015","Saint-Narcisse-de-Rimouski",1229370
"2021A00052410060","Saint-Valérien",1230994
"2021S0504405","Rivière-du-Loup",1232618
"2021A00052412057","Cacouna",1234242
"2021A00052412080","Notre-Dame-du-Portage",1235866
"2021A00052412072","Rivière-du-Loup",1237490
"2021A00052412015","Saint-Antonin",1239114
"2021A00052412065","Saint-Arsène",1240738
"2021A00052412020","Saint-Modeste",1242362
"2021S0504485","Rouyn-Noranda",1243986
"2021A00052486042","Rouyn-Noranda",1245610
"2021S0503408","Saguenay",1247234
"2021A00052494250","Bégin",1248858
"2021A00052494220","Ferland-et-Boilleau",1250482
"2021A00052494265","Larouche",1252106
"2021A00052494068","Saguenay",1253730
"2021A00052494260","Saint-Charles-de-Bourget",1255354
"2021A00052494245","Saint-David-de-Falardeau",1256978
"2021A00052494235","Saint-Fulgence",1258602
"2021A00052494225","Saint-Félix-d'Otis",1260226
"2021A00052494240","Saint-Honoré",1261850
"2021A00052494230","Sainte-Rose-du-Nord",1263474
"2021S0503310","Saint John",1265098
"2021A00051305015","Grand Bay-Westfield",1266722
"2021A00051305038","Greenwich",1268346
"2021A00051305006","Hampton",1269970
"2021A00051305007","Hampton",1271594
"2021A00051305014","Kingston",1273218
"2021A00051302008","Lepreau",1274842
"2021A00051301016","Musquash",1276466
"2021A00051305016","Norton",1278090
"2021A00051304001","Petersville",1279714
"2021A00051305057","Quispamsis",1281338
"2021A00051305008","Rothesay",1282962
"2021A00051305045","Rothesay",1284586
"2021A00051301006","Saint John",1286210
"2021A00051301001","Saint Martins",1287834
"2021A00051301004","Simonds",1289458
"2021A00051301002","St. Martins",1291082
"2021A00051305004","Upham",1292706
"2021A00051305011","Westfield",1294330
"2021S0504428","Saint-Georges",1295954
"2021A00052429073","Saint-Georges",1297578
"2021A00052429065","Saint-Philibert",1299202
"2021A00052429050","Saint-René",1300826
"2021A00052429125","Saint-Simon-les-Mines",1302450
"2021S0504452","Saint-Hyacinthe",1304074
"2021A00052454060","Saint-Dominique",1305698
"2021A00052454048","Saint-Hyacinthe",1307322
"2021S0504467","Sainte-Agathe-des-Monts",1308946
"2021A00052478032","Sainte-Agathe-des-Monts",1310570
"2021A00052478010","Val-David",1312194
"2021A00052478005","Val-Morin",1313818
"2021S0504423","Sainte-Marie",1315442
"2021A00052426030","Sainte-Marie",1317066
"2021S0504465","Salaberry-de-Valleyfield",1318690
"2021A00052470052","Salaberry-de-Valleyfield",1320314
"2021S0504920","Salmon Arm",1321938
"2021A00055939032","Salmon Arm",1323562
"2021A00055939811","Switsemalph",1325186
"2021A00055939808","Switsemalph 3",1326810
"2021S0504562","Sarnia",1328434
"2021A00053538035","Plympton-Wyoming",1330058
"2021A00053538031","Point Edward",1331682
"2021A00053538030","Sarnia",1333306
"2021A00053538025","Sarnia 45",1334930
"2021A00053538003","St. Clair",1336554
"2021S0503725","Saskatoon",1338178
"2021A00054715019","Aberdeen",1339802
"2021A00054715018","Aberdeen No. 373",1341426
"2021A00054711072","Allan",1343050
"2021A00054712059","Asquith",1344674
"2021A00054711069","Blucher No. 343",1346298
"2021A00054711071","Bradwell",1347922
"2021A00054711077","Clavet",1349546
"2021A00054711079","Colonsay",1351170
"2021A00054711076","Colonsay No. 342",1352794
"2021A00054711065","Corman Park No. 344",1354418
"2021A00054711073","Dalmeny",1356042
"2021A00054712056","Delisle",1357666
"2021A00054711063","Dundurn",1359290
"2021A00054711061","Dundurn No. 314",1360914
"2021A00054711067","Langham",1362538
"2021A00054711070","Martensville",1364162
"2021A00054711078","Meacham",1365786
"2021A00054711075","Osler",1367410
"2021A00054711066","Saskatoon",1369034
"2021A00054711064","Shields",1370658
"2021A00054711060","Thode",1372282
"2021A00054712058","Vanscoy",1373906
"2021A00054712054","Vanscoy No. 345",1375530
"2021A00054711068","Warman",1377154
"2021A00054711828","Whitecap",1378778
"2021S0504590","Sault Ste. Marie",1380402
"2021A00053557074","Garden River 14",1382026
"2021A00053557011","Laird",1383650
"2021A00053557051","Macdonald, Meredith and Aberdeen Additional",1385274
"2021A00053557066","Prince",1386898
"2021A00053557075","Rankin Location 15D",1388522
"2021A00053557061","Sault Ste. Marie",1390146
"2021S0504412","Sept-Îles",1391770
"2021A00052497804","Maliotenam",1393394
"2021A00052497007","Sept-Îles",1395018
"2021A00052497802","Uashat 27",1396642
"2021S0504444","Shawinigan",1398266
"2021A00052436033","Shawinigan",1399890
"2021S0503433","Sherbrooke",1401514
"2021A00052441055","Ascot Corner",1403138
"2021A00052444071","Compton",1404762
"2021A00052445055","Hatley",1406386
"2021A00052445072","Magog",1408010
"2021A00052445050","North Hatley",1409634
"2021A00052445115","Orford",1411258
"2021A00052442025","Saint-Denis-de-Brompton",1412882
"2021A00052443027","Sherbrooke",1414506
"2021A00052442005","Stoke",1416130
"2021A00052442095","Val-Joli",1417754
"2021A00052444080","Waterville",1419378
"2021S0504454","Sorel-Tracy",1421002
"2021A00052453050","Saint-Joseph-de-Sorel",1422626
"2021A00052453065","Sainte-Anne-de-Sorel",1424250
"2021A00052453025","Sainte-Victoire-de-Sorel",1425874
"2021A00052453052","Sorel-Tracy",1427498
"2021S0504934","Squamish",1429122
"2021A00055931802","Kowtain 17",1430746
"2021A00055931806","Seaichem 16",1432370
"2021A00055931006","Squamish",1433994
"2021A00055931807","Stawamus 24",1435618
"2021A00055931808","Waiwakum 14",1437242
"2021A00055931809","Yekwaupsum 18",1438866
"2021S0503539","St. Catharines - Niagara",1440490
"2021A00053526003","Fort Erie",1442114
"2021A00053526057","Lincoln",1443738
"2021A00053526043","Niagara Falls",1445362
"2021A00053526047","Niagara-on-the-Lake",1446986
"2021A00053526028","Pelham",1448610
"2021A00053526011","Port Colborne",1450234
"2021A00053526053","St. Catharines",1451858
"2021A00053526037","Thorold",1453482
"2021A00053526014","Wainfleet",1455106
"2021A00053526032","Welland",1456730
"2021S0503001","St. John's",1458354
"2021A00051001512","Bauline",1459978
"2021A00051001557","Bay Bulls",1461602
"2021A00051001485","Conception Bay South",1463226
"2021A00051001507","Flatrock",1464850
"2021A00051001472","Holyrood",1466474
"2021A00051001511","Logy Bay-Middle Cove-Outer Cove",1468098
"2021A00051001542","Mount Pearl",1469722
"2021A00051001517","Paradise",1471346
"2021A00051001551","Petty Harbour-Maddox Cove",1472970
"2021A00051001504","Portugal Cove-St. Philip's",1474594
"2021A00051001505","Pouch Cove",1476218
"2021A00051001519","St. John's",1477842
"2021A00051001509","Torbay",1479466
"2021A00051001559","Witless Bay",1481090
"2021S0504605","Steinbach",1482714
"2021A00054602044","Steinbach",1484338
"2021S0504553","Stratford",1485962
"2021A00053531011","Stratford",1487586
"2021S0504826","Strathmore",1489210
"2021A00054805018","Strathmore",1490834
"2021S0504110","Summerside",1492458
"2021A00051103023","Linkletter",1494082
"2021A00051103024","Miscouche",1495706
"2021A00051103040","Miscouche",1497330
"2021A00051103025","Summerside",1498954
"2021S0504720","Swift Current",1500578
"2021A00054708004","Swift Current",1502202
"2021A00054708001","Swift Current No. 137",1503826
"2021S0504831","Sylvan Lake",1505450
"2021A00054808005","Jarvis Bay",1507074
"2021A00054808013","Norglenwold",1508698
"2021A00054808012","Sylvan Lake",1510322
"2021S0504965","Terrace",1511946
"2021A00055949013","Kitimat-Stikine C (Part 1)",1513570
"2021A00055949018","Kitimat-Stikine E",1515194
"2021A00055949844","Kitselas 1",1516818
"2021A00055949804","Kitsumkaylum 1",1518442
"2021A00055949805","Kshish 4",1520066
"2021A00055949807","Kulspai 6",1521690
"2021A00055949011","Terrace",1523314
"2021S0504430","Thetford Mines",1524938
"2021A00052431095","Saint-Adrien-d'Irlande",1526562
"2021A00052431045","Saint-Joseph-de-Coleraine",1528186
"2021A00052431084","Thetford Mines",1529810
"2021S0504640","Thompson",1531434
"2021A00054622026","Thompson",1533058
"2021S0503595","Thunder Bay",1534682
"2021A00053558019","Conmee",1536306
"2021A00053558003","Fort William 52",1537930
"2021A00053558012","Gillies",1539554
"2021A00053558001","Neebing",1541178
"2021A00053558016","O'Connor",1542802
"2021A00053558011","Oliver Paipoonge",1544426
"2021A00053558028","Shuniah",1546050
"2021A00053558004","Thunder Bay",1547674
"2021S0504546","Tillsonburg",1549298
"2021A00053532004","Tillsonburg",1550922
"2021S0504586","Timmins",1552546
"2021A00053556027","Timmins",1554170
"2021S0503535","Toronto",1555794
"2021A00053518005","Ajax",1557418
"2021A00053519046","Aurora",1559042
"2021A00053543014","Bradford West Gwillimbury",1560666
"2021A00053521010","Brampton",1562290
"2021A00053521024","Caledon",1563914
"2021A00053519076","Chippewas of Georgina Island First Nation",1565538
"2021A00053519054","East Gwillimbury",1567162
"2021A00053519070","Georgina",1568786
"2021A00053524015","Halton Hills",1570410
"2021A00053519049","King",1572034
"2021A00053519036","Markham",1573658
"2021A00053524009","Milton",1575282
"2021A00053521005","Mississauga",1576906
"2021A00053522012","Mono",1578530
"2021A00053543007","New Tecumseth",1580154
"2021A00053519048","Newmarket",1581778
"2021A00053524001","Oakville",1583402
"2021A00053522014","Orangeville",1585026
"2021A00053518001","Pickering",1586650
"2021A00053519038","Richmond Hill",1588274
"2021A00053520005","Toronto",1589898
"2021A00053518029","Uxbridge",1591522
"2021A00053519028","Vaughan",1593146
"2021A00053519044","Whitchurch-Stouffville",1594770
"2021S0504910","Trail",1596394
"2021A00055905005","Fruitvale",1598018
"2021A00055905026","Kootenay Boundary A",1599642
"2021A00055905009","Montrose",1601266
"2021A00055905014","Trail",1602890
"2021A00055905018","Warfield",1604514
"2021S0503442","Trois-Rivières",1606138
"2021A00052438010","Bécancour",1607762
"2021A00052437220","Champlain",1609386
"2021A00052437225","Saint-Luc-de-Vincennes",1611010
"2021A00052437230","Saint-Maurice",1612634
"2021A00052437067","Trois-Rivières",1614258
"2021A00052438802","Wôlinak",1615882
"2021A00052451020","Yamachiche",1617506
"2021S0504215","Truro",1619130
"2021A00051210008","Colchester, Subd. B",1620754
"2021A00051210001","Colchester, Subd. C",1622378
"2021A00051210003","Millbrook 27",1624002
"2021A00051210006","Truro",1625626
"2021S0504480","Val-d'Or",1627250
"2021A00052489804","Lac Simon",1628874
"2021A00052489008","Val-d'Or",1630498
"2021S0503933","Vancouver",1632122
"2021A00055915038","Anmore",1633746
"2021A00055915809","Barnston Island 3",1635370
"2021A00055915036","Belcarra",1636994
"2021A00055915062","Bowen Island",1638618
"2021A00055915025","Burnaby",1640242
"2021A00055915806","Burrard Inlet 3",1641866
"2021A00055915808","Capilano 5",1643490
"2021A00055915034","Coquitlam",1645114
"2021A00055915805","Coquitlam 1",1646738
"2021A00055915804","Coquitlam 2",1648362
"2021A00055915011","Delta",1649986
"2021A00055915830","Katzie 1",1651610
"2021A00055915813","Katzie 2",1653234
"2021A00055915001","Langley",1654858
"2021A00055915002","Langley",1656482
"2021A00055915065","Lions Bay",1658106
"2021A00055915075","Maple Ridge",1659730
"2021A00055915825","Matsqui 4",1661354
"2021A00055915816","McMillan Island 6",1662978
"2021A00055915020","Metro Vancouver A",1664602
"2021A00055915807","Mission 1",1666226
"2021A00055915803","Musqueam 2",1667850
"2021A00055915810","Musqueam 4",1669474
"2021A00055915029","New Westminster",1671098
"2021A00055915046","North Vancouver",1672722
"2021A00055915051","North Vancouver",1674346
"2021A00055915070","Pitt Meadows",1675970
"2021A00055915039","Port Coquitlam",1677594
"2021A00055915043","Port Moody",1679218
"2021A00055915015","Richmond",1680842
"2021A00055915801","Semiahmoo",1682466
"2021A00055915811","Seymour Creek 2",1684090
"2021A00055915004","Surrey",1685714
"2021A00055915802","Tsawwassen",1687338
"2021A00055915022","Vancouver",1688962
"2021A00055915055","West Vancouver",1690586
"2021A00055915007","White Rock",1692210
"2021A00055915840","Whonnock 1",1693834
"2021S0504918","Vernon",1695458
"2021A00055937010","Coldstream",1697082
"2021A00055937017","North Okanagan B",1698706
"2021A00055937021","North Okanagan C",1700330
"2021A00055937801","Okanagan (Part) 1",1701954
"2021A00055937803","Priest's Valley 6",1703578
"2021A00055937014","Vernon",1705202
"2021S0503935","Victoria",1706826
"2021A00055917809","Becher Bay 1",1708450
"2021A00055917015","Central Saanich",1710074
"2021A00055917801","Cole Bay 3",1711698
"2021A00055917041","Colwood",1713322
"2021A00055917803","East Saanich 2",1714946
"2021A00055917040","Esquimalt",1716570
"2021A00055917811","Esquimalt",1718194
"2021A00055917049","Highlands",1719818
"2021A00055917054","Juan de Fuca (Part 1)",1721442
"2021A00055917044","Langford",1723066
"2021A00055917042","Metchosin",1724690
"2021A00055917812","New Songhees 1A",1726314
"2021A00055917005","North Saanich",1727938
"2021A00055917030","Oak Bay",1729562
"2021A00055917021","Saanich",1731186
"2021A00055917010","Sidney",1732810
"2021A00055917052","Sooke",1734434
"2021A00055917804","South Saanich 1",1736058
"2021A00055917819","T'Sou-ke",1737682
"2021A00055917802","Union Bay 4",1739306
"2021A00055917034","Victoria",1740930
"2021A00055917047","View Royal",1742554
"2021S0504440","Victoriaville",1744178
"2021A00052439030","Chesterville",1745802
"2021A00052439060","Saint-Christophe-d'Arthabaska",1747426
"2021A00052439135","Saint-Valère",1749050
"2021A00052439062","Victoriaville",1750674
"2021S0504565","Wasaga Beach",1752298
"2021A00053543064","Wasaga Beach",1753922
"2021S0504865","Wetaskiwin",1755546
"2021A00054811002","Wetaskiwin",1757170
"2021S0504755","Weyburn",1758794
"2021A00054702048","McTaggart",1760418
"2021A00054702047","Weyburn",1762042
"2021A00054702044","Weyburn No. 67",1763666
"2021S0504990","Whitehorse",1765290
"2021A00056001055","Ibex Valley",1766914
"2021A00056001010","Lake Laberge 1",1768538
"2021A00056001059","Macpherson-Grizzly Valley",1770162
"2021A00056001058","Marsh Lake",1771786
"2021A00056001044","Mt. Lorne",1773410
"2021A00056001009","Whitehorse",1775034
"2021A00056001060","Whitehorse, Unorganized",1776658
"2021S0504950","Williams Lake",1778282
"2021A00055941801","Alkali Lake 1",1779906
"2021A00055941873","Alkali Lake 4A",1781530
"2021A00055941010","Cariboo D",1783154
"2021A00055941012","Cariboo E",1784778
"2021A00055941014","Cariboo F",1786402
"2021A00055941805","Deep Creek 2",1788026
"2021A00055941806","Dog Creek 1",1789650
"2021A00055941807","Dog Creek 2",1791274
"2021A00055941811","Johny Sticks 2",1792898
"2021A00055941885","Little Springs",1794522
"2021A00055941868","Sandy Harry 4",1796146
"2021A00055941810","Soda Creek 1",1797770
"2021A00055941872","Swan Lake 3",1799394
"2021A00055941009","Williams Lake",1801018
"2021A00055941812","Williams Lake 1",1802642
"2021S0503559","Windsor",1804266
"2021A00053537028","Amherstburg",1805890
"2021A00053537016","Essex",1807514
"2021A00053537013","Kingsville",1809138
"2021A00053537034","LaSalle",1810762
"2021A00053537064","Lakeshore",1812386
"2021A00053537003","Leamington",1814010
"2021A00053537048","Tecumseh",1815634
"2021A00053537039","Windsor",1817258
"2021S0504603","Winkler",1818882
"2021A00054603053","Morden",1820506
"2021A00054603047","Stanley",1822130
"2021A00054603050","Winkler",1823754
"2021S0503602","Winnipeg",1825378
"2021A00054613062","Brokenhead 4",1827002
"2021A00054613032","East St. Paul",1828626
"2021A00054611042","Headingley",1830250
"2021A00054610035","Macdonald",1831874
"2021A00054602046","Niverville",1833498
"2021A00054602075","Ritchot",1835122
"2021A00054614015","Rosser",1836746
"2021A00054612047","Springfield",1838370
"2021A00054613056","St. Clements",1839994
"2021A00054610052","St. François Xavier",1841618
"2021A00054602069","Taché",1843242
"2021A00054613037","West St. Paul",1844866
"2021A00054611040","Winnipeg",1846490
"2021S0504860","Wood Buffalo",1848114
"2021A00054816850","Allison Bay 219",1849738
"2021A00054816852","Dog Head 218",1851362
"2021A00054816810","Fort Mckay 174",1852986
"2021A00054816821","Gregoire Lake 176",1854610
"2021A00054816822","Gregoire Lake 176A",1856234
"2021A00054816817","Janvier 194",1857858
"2021A00054816849","Old Fort 217",1859482
"2021A00054816861","Thabacha Náre 196A",1861106
"2021A00054816037","Wood Buffalo",1862730
"2021S0504544","Woodstock",1864354
"2021A00053532042","Woodstock",1865978
"2021S0504995","Yellowknife",1867602
"2021A00056106023","Yellowknife",1869226
"2021S0504710","Yorkton",1870850
"2021A00054709014","Ebenezer",1872474
"2021A00054709011","Orkney No. 244",1874098
"2021A00054709009","Rhein",1875722
"2021A00054709016","Springside",1877346
"2021A00054709006","Wallace No. 243",1878970
"2021A00054709012","Yorkton",1880594
